testerID,name,twitter
300887,Lauren Buzzeo,@laurbuzz
300888,Roger Voss,@vossroger
300889,Paul Gregutt,@paulgwine
300890,,
300891,,
300892,,
300893,Paul Gregutt,@paulgwine
300894,Joe Czerwinski,@JoeCz
300895,,
300896,,
300897,Virginie Boone,@vboone
300898,Paul Gregutt,@paulgwine
300899,,
300900,,
300901,Michael Schachner,@wineschach
300902,Roger Voss,@vossroger
300903,Alexander Peartree,
300904,Anna Lee C. Iijima,
300905,Kerin O’Keefe,@kerinokeefe
300906,Alexander Peartree,
300907,Alexander Peartree,
300908,Roger Voss,@vossroger
300909,Kerin O’Keefe,@kerinokeefe
300910,Kerin O’Keefe,@kerinokeefe
300911,Michael Schachner,@wineschach
300912,Lauren Buzzeo,@laurbuzz
300913,Paul Gregutt,@paulgwine
300914,Mike DeSimone,@worldwineguys
300915,Michael Schachner,@wineschach
300916,Paul Gregutt,@paulgwine
300917,Paul Gregutt,@paulgwine
300918,Kerin O’Keefe,@kerinokeefe
300919,Kerin O’Keefe,@kerinokeefe
300920,Michael Schachner,@wineschach
300921,Joe Czerwinski,@JoeCz
300922,Roger Voss,@vossroger
300923,Michael Schachner,@wineschach
300924,Roger Voss,@vossroger
300925,Joe Czerwinski,@JoeCz
300926,Jim Gordon,@gordone_cellars
300927,Michael Schachner,@wineschach
300928,Roger Voss,@vossroger
300929,Kerin O’Keefe,@kerinokeefe
300930,Jim Gordon,@gordone_cellars
300931,Michael Schachner,@wineschach
300932,Kerin O’Keefe,@kerinokeefe
300933,Roger Voss,@vossroger
300934,Roger Voss,@vossroger
300935,Roger Voss,@vossroger
300936,Roger Voss,@vossroger
300937,Paul Gregutt,@paulgwine
300938,Paul Gregutt,@paulgwine
300939,Michael Schachner,@wineschach
300940,Jim Gordon,@gordone_cellars
300941,Roger Voss,@vossroger
300942,Michael Schachner,@wineschach
300943,Virginie Boone,@vboone
300944,Michael Schachner,@wineschach
300945,Paul Gregutt,@paulgwine
300946,Virginie Boone,@vboone
300947,Virginie Boone,@vboone
300948,Roger Voss,@vossroger
300949,Roger Voss,@vossroger
300950,Kerin O’Keefe,@kerinokeefe
300951,Virginie Boone,@vboone
300952,Jim Gordon,@gordone_cellars
300953,Michael Schachner,@wineschach
300954,Paul Gregutt,@paulgwine
300955,Jim Gordon,@gordone_cellars
300956,Kerin O’Keefe,@kerinokeefe
300957,Kerin O’Keefe,@kerinokeefe
300958,Virginie Boone,@vboone
300959,Michael Schachner,@wineschach
300960,Roger Voss,@vossroger
300961,Roger Voss,@vossroger
300962,Roger Voss,@vossroger
300963,Roger Voss,@vossroger
300964,Roger Voss,@vossroger
300965,,
300966,,
300967,Joe Czerwinski,@JoeCz
300968,Michael Schachner,@wineschach
300969,,
300970,Michael Schachner,@wineschach
300971,,
300972,Roger Voss,@vossroger
300973,,
300974,,
300975,Paul Gregutt,@paulgwine
300976,,
300977,,
300978,,
300979,,
300980,Roger Voss,@vossroger
300981,,
300982,Roger Voss,@vossroger
300983,,
300984,,
300985,Susan Kostrzewa,@suskostrzewa
300986,Michael Schachner,@wineschach
300987,Roger Voss,@vossroger
300988,,
300989,Paul Gregutt,@paulgwine
300990,Michael Schachner,@wineschach
300991,,
300992,Roger Voss,@vossroger
300993,Roger Voss,@vossroger
300994,Roger Voss,@vossroger
300995,Roger Voss,@vossroger
300996,,
300997,,
300998,Joe Czerwinski,@JoeCz
300999,Paul Gregutt,@paulgwine
301000,Paul Gregutt,@paulgwine
301001,Paul Gregutt,@paulgwine
301002,,
301003,Paul Gregutt,@paulgwine
301004,Roger Voss,@vossroger
301005,Roger Voss,@vossroger
301006,Roger Voss,@vossroger
301007,Paul Gregutt,@paulgwine
301008,Roger Voss,@vossroger
301009,,
301010,,
301011,Paul Gregutt,@paulgwine
301012,,
301013,Kerin O’Keefe,@kerinokeefe
301014,Kerin O’Keefe,@kerinokeefe
301015,Matt Kettmann,@mattkettmann
301016,Matt Kettmann,@mattkettmann
301017,Kerin O’Keefe,@kerinokeefe
301018,Kerin O’Keefe,@kerinokeefe
301019,Roger Voss,@vossroger
301020,Virginie Boone,@vboone
301021,Paul Gregutt,@paulgwine
301022,Michael Schachner,@wineschach
301023,Kerin O’Keefe,@kerinokeefe
301024,Mike DeSimone,@worldwineguys
301025,Roger Voss,@vossroger
301026,Matt Kettmann,@mattkettmann
301027,Paul Gregutt,@paulgwine
301028,Paul Gregutt,@paulgwine
301029,Michael Schachner,@wineschach
301030,Michael Schachner,@wineschach
301031,Virginie Boone,@vboone
301032,Michael Schachner,@wineschach
301033,Joe Czerwinski,@JoeCz
301034,Matt Kettmann,@mattkettmann
301035,Roger Voss,@vossroger
301036,Kerin O’Keefe,@kerinokeefe
301037,Kerin O’Keefe,@kerinokeefe
301038,Sean P. Sullivan,@wawinereport
301039,Joe Czerwinski,@JoeCz
301040,Michael Schachner,@wineschach
301041,Michael Schachner,@wineschach
301042,Joe Czerwinski,@JoeCz
301043,Michael Schachner,@wineschach
301044,Roger Voss,@vossroger
301045,,
301046,Paul Gregutt,@paulgwine
301047,,
301048,,
301049,Roger Voss,@vossroger
301050,Roger Voss,@vossroger
301051,,
301052,Michael Schachner,@wineschach
301053,,
301054,Michael Schachner,@wineschach
301055,,
301056,Roger Voss,@vossroger
301057,Roger Voss,@vossroger
301058,Michael Schachner,@wineschach
301059,,
301060,,
301061,Roger Voss,@vossroger
301062,Roger Voss,@vossroger
301063,,
301064,Susan Kostrzewa,@suskostrzewa
301065,,
301066,Roger Voss,@vossroger
301067,Jim Gordon,@gordone_cellars
301068,Virginie Boone,@vboone
301069,Paul Gregutt,@paulgwine
301070,Paul Gregutt,@paulgwine
301071,Paul Gregutt,@paulgwine
301072,Kerin O’Keefe,@kerinokeefe
301073,Roger Voss,@vossroger
301074,Roger Voss,@vossroger
301075,Joe Czerwinski,@JoeCz
301076,Virginie Boone,@vboone
301077,Roger Voss,@vossroger
301078,Kerin O’Keefe,@kerinokeefe
301079,Paul Gregutt,@paulgwine
301080,Paul Gregutt,@paulgwine
301081,Paul Gregutt,@paulgwine
301082,Paul Gregutt,@paulgwine
301083,Sean P. Sullivan,@wawinereport
301084,Virginie Boone,@vboone
301085,Roger Voss,@vossroger
301086,Virginie Boone,@vboone
301087,Paul Gregutt,@paulgwine
301088,Virginie Boone,@vboone
301089,Sean P. Sullivan,@wawinereport
301090,Virginie Boone,@vboone
301091,Roger Voss,@vossroger
301092,Virginie Boone,@vboone
301093,Paul Gregutt,@paulgwine
301094,Roger Voss,@vossroger
301095,Paul Gregutt,@paulgwine
301096,Virginie Boone,@vboone
301097,Michael Schachner,@wineschach
301098,Paul Gregutt,@paulgwine
301099,Virginie Boone,@vboone
301100,Matt Kettmann,@mattkettmann
301101,Michael Schachner,@wineschach
301102,Anne Krebiehl MW,@AnneInVino
301103,Virginie Boone,@vboone
301104,Paul Gregutt,@paulgwine
301105,Joe Czerwinski,@JoeCz
301106,Kerin O’Keefe,@kerinokeefe
301107,Paul Gregutt,@paulgwine
301108,Jim Gordon,@gordone_cellars
301109,Matt Kettmann,@mattkettmann
301110,Kerin O’Keefe,@kerinokeefe
301111,Michael Schachner,@wineschach
301112,Michael Schachner,@wineschach
301113,Joe Czerwinski,@JoeCz
301114,Sean P. Sullivan,@wawinereport
301115,Kerin O’Keefe,@kerinokeefe
301116,Michael Schachner,@wineschach
301117,Jim Gordon,@gordone_cellars
301118,Matt Kettmann,@mattkettmann
301119,Kerin O’Keefe,@kerinokeefe
301120,Roger Voss,@vossroger
301121,Roger Voss,@vossroger
301122,Roger Voss,@vossroger
301123,Anna Lee C. Iijima,
301124,Sean P. Sullivan,@wawinereport
301125,Sean P. Sullivan,@wawinereport
301126,Virginie Boone,@vboone
301127,Roger Voss,@vossroger
301128,Roger Voss,@vossroger
301129,Roger Voss,@vossroger
301130,Michael Schachner,@wineschach
301131,Virginie Boone,@vboone
301132,Joe Czerwinski,@JoeCz
301133,Roger Voss,@vossroger
301134,Roger Voss,@vossroger
301135,Roger Voss,@vossroger
301136,Michael Schachner,@wineschach
301137,Virginie Boone,@vboone
301138,Kerin O’Keefe,@kerinokeefe
301139,Kerin O’Keefe,@kerinokeefe
301140,Virginie Boone,@vboone
301141,Anna Lee C. Iijima,
301142,Michael Schachner,@wineschach
301143,Jim Gordon,@gordone_cellars
301144,Jim Gordon,@gordone_cellars
301145,Virginie Boone,@vboone
301146,Roger Voss,@vossroger
301147,Kerin O’Keefe,@kerinokeefe
301148,Sean P. Sullivan,@wawinereport
301149,Kerin O’Keefe,@kerinokeefe
301150,Roger Voss,@vossroger
301151,Michael Schachner,@wineschach
301152,Anna Lee C. Iijima,
301153,Paul Gregutt,@paulgwine
301154,Roger Voss,@vossroger
301155,Joe Czerwinski,@JoeCz
301156,Susan Kostrzewa,@suskostrzewa
301157,Roger Voss,@vossroger
301158,,
301159,Roger Voss,@vossroger
301160,Roger Voss,@vossroger
301161,Susan Kostrzewa,@suskostrzewa
301162,,
301163,,
301164,,
301165,,
301166,,
301167,,
301168,,
301169,Paul Gregutt,@paulgwine
301170,,
301171,Michael Schachner,@wineschach
301172,Joe Czerwinski,@JoeCz
301173,,
301174,,
301175,Michael Schachner,@wineschach
301176,Roger Voss,@vossroger
301177,,
301178,Roger Voss,@vossroger
301179,Michael Schachner,@wineschach
301180,Roger Voss,@vossroger
301181,Jim Gordon,@gordone_cellars
301182,Kerin O’Keefe,@kerinokeefe
301183,Joe Czerwinski,@JoeCz
301184,Kerin O’Keefe,@kerinokeefe
301185,Kerin O’Keefe,@kerinokeefe
301186,Roger Voss,@vossroger
301187,Roger Voss,@vossroger
301188,Mike DeSimone,@worldwineguys
301189,Roger Voss,@vossroger
301190,Roger Voss,@vossroger
301191,Jim Gordon,@gordone_cellars
301192,Roger Voss,@vossroger
301193,Roger Voss,@vossroger
301194,Michael Schachner,@wineschach
301195,Michael Schachner,@wineschach
301196,Michael Schachner,@wineschach
301197,Paul Gregutt,@paulgwine
301198,Kerin O’Keefe,@kerinokeefe
301199,Joe Czerwinski,@JoeCz
301200,Joe Czerwinski,@JoeCz
301201,Anna Lee C. Iijima,
301202,Roger Voss,@vossroger
301203,Alexander Peartree,
301204,Jim Gordon,@gordone_cellars
301205,Roger Voss,@vossroger
301206,Kerin O’Keefe,@kerinokeefe
301207,Paul Gregutt,@paulgwine
301208,Kerin O’Keefe,@kerinokeefe
301209,Roger Voss,@vossroger
301210,Jim Gordon,@gordone_cellars
301211,Virginie Boone,@vboone
301212,Virginie Boone,@vboone
301213,Matt Kettmann,@mattkettmann
301214,Matt Kettmann,@mattkettmann
301215,Virginie Boone,@vboone
301216,Roger Voss,@vossroger
301217,Matt Kettmann,@mattkettmann
301218,Kerin O’Keefe,@kerinokeefe
301219,Kerin O’Keefe,@kerinokeefe
301220,Matt Kettmann,@mattkettmann
301221,Roger Voss,@vossroger
301222,Matt Kettmann,@mattkettmann
301223,Matt Kettmann,@mattkettmann
301224,Virginie Boone,@vboone
301225,Roger Voss,@vossroger
301226,Jim Gordon,@gordone_cellars
301227,Virginie Boone,@vboone
301228,Matt Kettmann,@mattkettmann
301229,Matt Kettmann,@mattkettmann
301230,Roger Voss,@vossroger
301231,Matt Kettmann,@mattkettmann
301232,Jim Gordon,@gordone_cellars
301233,Virginie Boone,@vboone
301234,Virginie Boone,@vboone
301235,Matt Kettmann,@mattkettmann
301236,Matt Kettmann,@mattkettmann
301237,Matt Kettmann,@mattkettmann
301238,,
301239,Roger Voss,@vossroger
301240,,
301241,Roger Voss,@vossroger
301242,Paul Gregutt,@paulgwine
301243,Susan Kostrzewa,@suskostrzewa
301244,Joe Czerwinski,@JoeCz
301245,,
301246,Susan Kostrzewa,@suskostrzewa
301247,,
301248,Susan Kostrzewa,@suskostrzewa
301249,Paul Gregutt,@paulgwine
301250,Paul Gregutt,@paulgwine
301251,,
301252,Joe Czerwinski,@JoeCz
301253,Joe Czerwinski,@JoeCz
301254,Paul Gregutt,@paulgwine
301255,Paul Gregutt,@paulgwine
301256,Susan Kostrzewa,@suskostrzewa
301257,,
301258,Michael Schachner,@wineschach
301259,,
301260,Michael Schachner,@wineschach
301261,,
301262,,
301263,Virginie Boone,@vboone
301264,Anna Lee C. Iijima,
301265,,
301266,Lauren Buzzeo,@laurbuzz
301267,Anna Lee C. Iijima,
301268,,
301269,,
301270,Michael Schachner,@wineschach
301271,,
301272,Virginie Boone,@vboone
301273,,
301274,,
301275,,
301276,,
301277,,
301278,,
301279,,
301280,Roger Voss,@vossroger
301281,Michael Schachner,@wineschach
301282,Michael Schachner,@wineschach
301283,Anna Lee C. Iijima,
301284,,
301285,Roger Voss,@vossroger
301286,Joe Czerwinski,@JoeCz
301287,Kerin O’Keefe,@kerinokeefe
301288,Virginie Boone,@vboone
301289,Kerin O’Keefe,@kerinokeefe
301290,Anna Lee C. Iijima,
301291,Kerin O’Keefe,@kerinokeefe
301292,Kerin O’Keefe,@kerinokeefe
301293,Kerin O’Keefe,@kerinokeefe
301294,Virginie Boone,@vboone
301295,Michael Schachner,@wineschach
301296,Matt Kettmann,@mattkettmann
301297,Roger Voss,@vossroger
301298,Kerin O’Keefe,@kerinokeefe
301299,Jim Gordon,@gordone_cellars
301300,Kerin O’Keefe,@kerinokeefe
301301,Matt Kettmann,@mattkettmann
301302,Roger Voss,@vossroger
301303,Roger Voss,@vossroger
301304,Anna Lee C. Iijima,
301305,Anna Lee C. Iijima,
301306,Michael Schachner,@wineschach
301307,Michael Schachner,@wineschach
301308,Paul Gregutt,@paulgwine
301309,Roger Voss,@vossroger
301310,Virginie Boone,@vboone
301311,Matt Kettmann,@mattkettmann
301312,Virginie Boone,@vboone
301313,Kerin O’Keefe,@kerinokeefe
301314,Virginie Boone,@vboone
301315,Kerin O’Keefe,@kerinokeefe
301316,Kerin O’Keefe,@kerinokeefe
301317,Kerin O’Keefe,@kerinokeefe
301318,Virginie Boone,@vboone
301319,Virginie Boone,@vboone
301320,Joe Czerwinski,@JoeCz
301321,Anne Krebiehl MW,@AnneInVino
301322,Michael Schachner,@wineschach
301323,Anne Krebiehl MW,@AnneInVino
301324,Michael Schachner,@wineschach
301325,Virginie Boone,@vboone
301326,Matt Kettmann,@mattkettmann
301327,Michael Schachner,@wineschach
301328,Joe Czerwinski,@JoeCz
301329,Matt Kettmann,@mattkettmann
301330,Roger Voss,@vossroger
301331,Roger Voss,@vossroger
301332,Roger Voss,@vossroger
301333,Roger Voss,@vossroger
301334,Virginie Boone,@vboone
301335,Anna Lee C. Iijima,
301336,Anna Lee C. Iijima,
301337,Virginie Boone,@vboone
301338,Kerin O’Keefe,@kerinokeefe
301339,Roger Voss,@vossroger
301340,Roger Voss,@vossroger
301341,Roger Voss,@vossroger
301342,Anne Krebiehl MW,@AnneInVino
301343,Virginie Boone,@vboone
301344,Matt Kettmann,@mattkettmann
301345,Kerin O’Keefe,@kerinokeefe
301346,Paul Gregutt,@paulgwine
301347,Michael Schachner,@wineschach
301348,,
301349,Paul Gregutt,@paulgwine
301350,,
301351,,
301352,Roger Voss,@vossroger
301353,Roger Voss,@vossroger
301354,Roger Voss,@vossroger
301355,,
301356,Paul Gregutt,@paulgwine
301357,Roger Voss,@vossroger
301358,Michael Schachner,@wineschach
301359,Michael Schachner,@wineschach
301360,,
301361,Virginie Boone,@vboone
301362,,
301363,,
301364,,
301365,Roger Voss,@vossroger
301366,Joe Czerwinski,@JoeCz
301367,Michael Schachner,@wineschach
301368,Roger Voss,@vossroger
301369,,
301370,,
301371,,
301372,Susan Kostrzewa,@suskostrzewa
301373,,
301374,,
301375,,
301376,Joe Czerwinski,@JoeCz
301377,,
301378,Roger Voss,@vossroger
301379,Paul Gregutt,@paulgwine
301380,Joe Czerwinski,@JoeCz
301381,,
301382,,
301383,Michael Schachner,@wineschach
301384,,
301385,Kerin O’Keefe,@kerinokeefe
301386,Anna Lee C. Iijima,
301387,Paul Gregutt,@paulgwine
301388,Kerin O’Keefe,@kerinokeefe
301389,Virginie Boone,@vboone
301390,Lauren Buzzeo,@laurbuzz
301391,Lauren Buzzeo,@laurbuzz
301392,Kerin O’Keefe,@kerinokeefe
301393,Matt Kettmann,@mattkettmann
301394,Matt Kettmann,@mattkettmann
301395,Michael Schachner,@wineschach
301396,Virginie Boone,@vboone
301397,Alexander Peartree,
301398,Roger Voss,@vossroger
301399,Anna Lee C. Iijima,
301400,Kerin O’Keefe,@kerinokeefe
301401,Roger Voss,@vossroger
301402,Alexander Peartree,
301403,Kerin O’Keefe,@kerinokeefe
301404,Kerin O’Keefe,@kerinokeefe
301405,Kerin O’Keefe,@kerinokeefe
301406,Virginie Boone,@vboone
301407,Jim Gordon,@gordone_cellars
301408,Kerin O’Keefe,@kerinokeefe
301409,Kerin O’Keefe,@kerinokeefe
301410,Virginie Boone,@vboone
301411,Anna Lee C. Iijima,
301412,Roger Voss,@vossroger
301413,Roger Voss,@vossroger
301414,Jim Gordon,@gordone_cellars
301415,Roger Voss,@vossroger
301416,Roger Voss,@vossroger
301417,Roger Voss,@vossroger
301418,,
301419,Paul Gregutt,@paulgwine
301420,Paul Gregutt,@paulgwine
301421,Paul Gregutt,@paulgwine
301422,Roger Voss,@vossroger
301423,Anne Krebiehl MW,@AnneInVino
301424,,
301425,Paul Gregutt,@paulgwine
301426,Anne Krebiehl MW,@AnneInVino
301427,Roger Voss,@vossroger
301428,Roger Voss,@vossroger
301429,,
301430,Sean P. Sullivan,@wawinereport
301431,,
301432,Paul Gregutt,@paulgwine
301433,Roger Voss,@vossroger
301434,Roger Voss,@vossroger
301435,Lauren Buzzeo,@laurbuzz
301436,Paul Gregutt,@paulgwine
301437,Paul Gregutt,@paulgwine
301438,Roger Voss,@vossroger
301439,Anne Krebiehl MW,@AnneInVino
301440,Paul Gregutt,@paulgwine
301441,,
301442,Anne Krebiehl MW,@AnneInVino
301443,Anne Krebiehl MW,@AnneInVino
301444,Matt Kettmann,@mattkettmann
301445,Virginie Boone,@vboone
301446,Roger Voss,@vossroger
301447,Roger Voss,@vossroger
301448,Roger Voss,@vossroger
301449,Virginie Boone,@vboone
301450,Joe Czerwinski,@JoeCz
301451,Roger Voss,@vossroger
301452,Roger Voss,@vossroger
301453,Kerin O’Keefe,@kerinokeefe
301454,Roger Voss,@vossroger
301455,Kerin O’Keefe,@kerinokeefe
301456,Matt Kettmann,@mattkettmann
301457,Virginie Boone,@vboone
301458,Anna Lee C. Iijima,
301459,Roger Voss,@vossroger
301460,Matt Kettmann,@mattkettmann
301461,Kerin O’Keefe,@kerinokeefe
301462,Virginie Boone,@vboone
301463,Kerin O’Keefe,@kerinokeefe
301464,Roger Voss,@vossroger
301465,Matt Kettmann,@mattkettmann
301466,Roger Voss,@vossroger
301467,Virginie Boone,@vboone
301468,Matt Kettmann,@mattkettmann
301469,Virginie Boone,@vboone
301470,Virginie Boone,@vboone
301471,Matt Kettmann,@mattkettmann
301472,Kerin O’Keefe,@kerinokeefe
301473,Virginie Boone,@vboone
301474,Michael Schachner,@wineschach
301475,,
301476,,
301477,Paul Gregutt,@paulgwine
301478,Michael Schachner,@wineschach
301479,Joe Czerwinski,@JoeCz
301480,Michael Schachner,@wineschach
301481,Michael Schachner,@wineschach
301482,,
301483,Michael Schachner,@wineschach
301484,Roger Voss,@vossroger
301485,Joe Czerwinski,@JoeCz
301486,,
301487,Susan Kostrzewa,@suskostrzewa
301488,,
301489,,
301490,,
301491,Joe Czerwinski,@JoeCz
301492,,
301493,Joe Czerwinski,@JoeCz
301494,Michael Schachner,@wineschach
301495,,
301496,,
301497,Michael Schachner,@wineschach
301498,Michael Schachner,@wineschach
301499,,
301500,Michael Schachner,@wineschach
301501,,
301502,,
301503,,
301504,,
301505,Paul Gregutt,@paulgwine
301506,Roger Voss,@vossroger
301507,Roger Voss,@vossroger
301508,Roger Voss,@vossroger
301509,Roger Voss,@vossroger
301510,Michael Schachner,@wineschach
301511,,
301512,,
301513,Roger Voss,@vossroger
301514,,
301515,Paul Gregutt,@paulgwine
301516,,
301517,Roger Voss,@vossroger
301518,Roger Voss,@vossroger
301519,Roger Voss,@vossroger
301520,Michael Schachner,@wineschach
301521,Roger Voss,@vossroger
301522,Michael Schachner,@wineschach
301523,,
301524,Paul Gregutt,@paulgwine
301525,Michael Schachner,@wineschach
301526,Virginie Boone,@vboone
301527,Kerin O’Keefe,@kerinokeefe
301528,Roger Voss,@vossroger
301529,Roger Voss,@vossroger
301530,Jim Gordon,@gordone_cellars
301531,Michael Schachner,@wineschach
301532,Michael Schachner,@wineschach
301533,Michael Schachner,@wineschach
301534,Jim Gordon,@gordone_cellars
301535,Roger Voss,@vossroger
301536,Roger Voss,@vossroger
301537,Roger Voss,@vossroger
301538,Roger Voss,@vossroger
301539,Roger Voss,@vossroger
301540,Virginie Boone,@vboone
301541,Michael Schachner,@wineschach
301542,Roger Voss,@vossroger
301543,Roger Voss,@vossroger
301544,Jeff Jenssen,@worldwineguys
301545,Kerin O’Keefe,@kerinokeefe
301546,Michael Schachner,@wineschach
301547,Michael Schachner,@wineschach
301548,Roger Voss,@vossroger
301549,Michael Schachner,@wineschach
301550,Michael Schachner,@wineschach
301551,Kerin O’Keefe,@kerinokeefe
301552,Roger Voss,@vossroger
301553,Roger Voss,@vossroger
301554,Kerin O’Keefe,@kerinokeefe
301555,Virginie Boone,@vboone
301556,Roger Voss,@vossroger
301557,Paul Gregutt,@paulgwine
301558,,
301559,Roger Voss,@vossroger
301560,Roger Voss,@vossroger
301561,Paul Gregutt,@paulgwine
301562,,
301563,Roger Voss,@vossroger
301564,,
301565,,
301566,,
301567,Roger Voss,@vossroger
301568,,
301569,Roger Voss,@vossroger
301570,Roger Voss,@vossroger
301571,,
301572,Roger Voss,@vossroger
301573,Roger Voss,@vossroger
301574,Roger Voss,@vossroger
301575,,
301576,Roger Voss,@vossroger
301577,Roger Voss,@vossroger
301578,,
301579,Roger Voss,@vossroger
301580,,
301581,Roger Voss,@vossroger
301582,Roger Voss,@vossroger
301583,Roger Voss,@vossroger
301584,Paul Gregutt,@paulgwine
301585,,
301586,Virginie Boone,@vboone
301587,Anna Lee C. Iijima,
301588,Virginie Boone,@vboone
301589,Kerin O’Keefe,@kerinokeefe
301590,Roger Voss,@vossroger
301591,Roger Voss,@vossroger
301592,Anna Lee C. Iijima,
301593,Roger Voss,@vossroger
301594,Roger Voss,@vossroger
301595,Roger Voss,@vossroger
301596,Roger Voss,@vossroger
301597,Roger Voss,@vossroger
301598,Roger Voss,@vossroger
301599,Sean P. Sullivan,@wawinereport
301600,Roger Voss,@vossroger
301601,Jim Gordon,@gordone_cellars
301602,Jim Gordon,@gordone_cellars
301603,Sean P. Sullivan,@wawinereport
301604,Kerin O’Keefe,@kerinokeefe
301605,Sean P. Sullivan,@wawinereport
301606,Joe Czerwinski,@JoeCz
301607,Anna Lee C. Iijima,
301608,Virginie Boone,@vboone
301609,Sean P. Sullivan,@wawinereport
301610,Kerin O’Keefe,@kerinokeefe
301611,Sean P. Sullivan,@wawinereport
301612,Roger Voss,@vossroger
301613,Roger Voss,@vossroger
301614,Roger Voss,@vossroger
301615,Roger Voss,@vossroger
301616,Roger Voss,@vossroger
301617,Roger Voss,@vossroger
301618,Roger Voss,@vossroger
301619,Michael Schachner,@wineschach
301620,Roger Voss,@vossroger
301621,Roger Voss,@vossroger
301622,Michael Schachner,@wineschach
301623,Michael Schachner,@wineschach
301624,Roger Voss,@vossroger
301625,Roger Voss,@vossroger
301626,Carrie Dykes,
301627,Michael Schachner,@wineschach
301628,Fiona Adams,@bkfiona
301629,Roger Voss,@vossroger
301630,Roger Voss,@vossroger
301631,Roger Voss,@vossroger
301632,Carrie Dykes,
301633,Roger Voss,@vossroger
301634,Roger Voss,@vossroger
301635,Michael Schachner,@wineschach
301636,Jim Gordon,@gordone_cellars
301637,Joe Czerwinski,@JoeCz
301638,Virginie Boone,@vboone
301639,Roger Voss,@vossroger
301640,Roger Voss,@vossroger
301641,Roger Voss,@vossroger
301642,Jim Gordon,@gordone_cellars
301643,Kerin O’Keefe,@kerinokeefe
301644,Jim Gordon,@gordone_cellars
301645,Jim Gordon,@gordone_cellars
301646,Michael Schachner,@wineschach
301647,Michael Schachner,@wineschach
301648,Virginie Boone,@vboone
301649,Michael Schachner,@wineschach
301650,Joe Czerwinski,@JoeCz
301651,Roger Voss,@vossroger
301652,Michael Schachner,@wineschach
301653,Paul Gregutt,@paulgwine
301654,Roger Voss,@vossroger
301655,Roger Voss,@vossroger
301656,Roger Voss,@vossroger
301657,Roger Voss,@vossroger
301658,Roger Voss,@vossroger
301659,Roger Voss,@vossroger
301660,Paul Gregutt,@paulgwine
301661,Paul Gregutt,@paulgwine
301662,Paul Gregutt,@paulgwine
301663,Kerin O’Keefe,@kerinokeefe
301664,Roger Voss,@vossroger
301665,Jim Gordon,@gordone_cellars
301666,Michael Schachner,@wineschach
301667,Joe Czerwinski,@JoeCz
301668,Jim Gordon,@gordone_cellars
301669,Kerin O’Keefe,@kerinokeefe
301670,Roger Voss,@vossroger
301671,Roger Voss,@vossroger
301672,Paul Gregutt,@paulgwine
301673,Paul Gregutt,@paulgwine
301674,,
301675,Joe Czerwinski,@JoeCz
301676,Joe Czerwinski,@JoeCz
301677,,
301678,,
301679,,
301680,Virginie Boone,@vboone
301681,Michael Schachner,@wineschach
301682,Roger Voss,@vossroger
301683,,
301684,Paul Gregutt,@paulgwine
301685,Roger Voss,@vossroger
301686,,
301687,Paul Gregutt,@paulgwine
301688,,
301689,,
301690,,
301691,,
301692,Joe Czerwinski,@JoeCz
301693,,
301694,Roger Voss,@vossroger
301695,,
301696,Michael Schachner,@wineschach
301697,,
301698,Lauren Buzzeo,@laurbuzz
301699,,
301700,,
301701,Roger Voss,@vossroger
301702,Michael Schachner,@wineschach
301703,,
301704,Susan Kostrzewa,@suskostrzewa
301705,Lauren Buzzeo,@laurbuzz
301706,,
301707,Joe Czerwinski,@JoeCz
301708,Joe Czerwinski,@JoeCz
301709,Michael Schachner,@wineschach
301710,,
301711,,
301712,Michael Schachner,@wineschach
301713,Joe Czerwinski,@JoeCz
301714,,
301715,Roger Voss,@vossroger
301716,Lauren Buzzeo,@laurbuzz
301717,,
301718,Roger Voss,@vossroger
301719,Michael Schachner,@wineschach
301720,,
301721,Michael Schachner,@wineschach
301722,Michael Schachner,@wineschach
301723,Michael Schachner,@wineschach
301724,Joe Czerwinski,@JoeCz
301725,Susan Kostrzewa,@suskostrzewa
301726,Susan Kostrzewa,@suskostrzewa
301727,Michael Schachner,@wineschach
301728,Roger Voss,@vossroger
301729,Matt Kettmann,@mattkettmann
301730,Matt Kettmann,@mattkettmann
301731,Sean P. Sullivan,@wawinereport
301732,Sean P. Sullivan,@wawinereport
301733,Kerin O’Keefe,@kerinokeefe
301734,Roger Voss,@vossroger
301735,Sean P. Sullivan,@wawinereport
301736,Sean P. Sullivan,@wawinereport
301737,Kerin O’Keefe,@kerinokeefe
301738,Matt Kettmann,@mattkettmann
301739,Kerin O’Keefe,@kerinokeefe
301740,Matt Kettmann,@mattkettmann
301741,Kerin O’Keefe,@kerinokeefe
301742,Sean P. Sullivan,@wawinereport
301743,Jim Gordon,@gordone_cellars
301744,Kerin O’Keefe,@kerinokeefe
301745,Roger Voss,@vossroger
301746,Roger Voss,@vossroger
301747,Roger Voss,@vossroger
301748,Roger Voss,@vossroger
301749,Roger Voss,@vossroger
301750,Jim Gordon,@gordone_cellars
301751,Roger Voss,@vossroger
301752,Michael Schachner,@wineschach
301753,Sean P. Sullivan,@wawinereport
301754,Michael Schachner,@wineschach
301755,Roger Voss,@vossroger
301756,Michael Schachner,@wineschach
301757,Sean P. Sullivan,@wawinereport
301758,Roger Voss,@vossroger
301759,Roger Voss,@vossroger
