ratingID,wineID,score,review,userID
400940,100940,3,dry,500940
400941,100941,1,crisp,500941
400942,100942,5,velvety,500942
400943,100943,0,crisp,500943
400944,100944,2,fresh,500944
400945,100945,2,dense,500945
400946,100946,2,sweet,500946
400947,100947,1,medium,500947
400948,100948,0,sweet,500948
400949,100949,5,opulent,500949
400950,100950,4,unoaked,500950
400951,100951,2,sweet,500951
400952,100952,1,opulent,500952
400953,100953,2,medium,500953
400954,100954,4,dry,500954
400955,100955,4,soft,500955
400956,100956,3,medium,500956
400957,100957,4,elegant,500957
400958,100958,1,delicate,500958
400959,100959,1,sweet,500959
400960,100960,2,fresh,500960
400961,100961,5,aggressive,500961
400962,100962,3,dense,500962
400963,100963,1,delicate,500963
400964,100964,0,soft,500964
400965,100965,5,earthy,500965
400966,100966,4,elegant,500966
400967,100967,3,soft,500967
400968,100968,5,abundant,500968
400969,100969,0,earthy,500969
400970,100970,2,creamy,500970
400971,100971,2,elegant,500971
400972,100972,4,fragrant,500972
400973,100973,4,opulent,500973
400974,100974,1,crisp,500974
400975,100975,1,silky,500975
400976,100976,0,soft,500976
400977,100977,3,creamy,500977
400978,100978,5,crisp,500978
400979,100979,2,medium,500979
400980,100980,4,dry,500980
400981,100981,3,medium,500981
400982,100982,1,fragrant,500982
400983,100983,2,spicy,500983
400984,100984,3,fragrant,500984
400985,100985,5,opulent,500985
400986,100986,2,creamy,500986
400987,100987,2,unoaked,500987
400988,100988,3,crisp,500988
400989,100989,4,dense,500989
400990,100990,3,sweet,500990
400991,100991,4,silky,500991
400992,100992,3,creamy,500992
400993,100993,0,medium,500993
400994,100994,4,dense,500994
400995,100995,1,soft,500995
400996,100996,3,fragrant,500996
400997,100997,0,crisp,500997
400998,100998,2,unoaked,500998
400999,100999,3,dry,500999
401000,101000,4,juicy,501000
401001,101001,0,delicate,501001
401002,101002,0,earthy,501002
401003,101003,3,elegant,501003
401004,101004,4,bone,501004
401005,101005,0,velvety,501005
401006,101006,4,sweet,501006
401007,101007,5,aggressive,501007
401008,101008,2,fragrant,501008
401009,101009,0,unoaked,501009
401010,101010,0,dry,501010
401011,101011,0,velvety,501011
401012,101012,3,juicy,501012
401013,101013,3,aggressive,501013
401014,101014,4,opulent,501014
401015,101015,2,earthy,501015
401016,101016,5,elegant,501016
401017,101017,3,abundant,501017
401018,101018,3,opulent,501018
401019,101019,1,sweet,501019
401020,101020,5,fresh,501020
401021,101021,1,silky,501021
401022,101022,4,soft,501022
401023,101023,4,fresh,501023
401024,101024,3,delicate,501024
401025,101025,1,delicate,501025
401026,101026,4,soft,501026
401027,101027,3,fragrant,501027
401028,101028,3,spicy,501028
401029,101029,2,medium,501029
401030,101030,4,dense,501030
401031,101031,5,dry,501031
401032,101032,3,sweet,501032
401033,101033,5,unoaked,501033
401034,101034,0,soft,501034
401035,101035,5,fragrant,501035
401036,101036,4,delicate,501036
401037,101037,0,creamy,501037
401038,101038,0,dry,501038
401039,101039,3,creamy,501039
401040,101040,0,fragrant,501040
401041,101041,3,unoaked,501041
401042,101042,1,velvety,501042
401043,101043,5,fragrant,501043
401044,101044,2,abundant,501044
401045,101045,3,dry,501045
401046,101046,2,nutty,501046
401047,101047,3,opulent,501047
401048,101048,2,fragrant,501048
401049,101049,1,dry,501049
401050,101050,0,unoaked,501050
401051,101051,0,juicy,501051
401052,101052,0,nutty,501052
401053,101053,3,delicate,501053
401054,101054,5,silky,501054
401055,101055,2,aggressive,501055
401056,101056,2,sweet,501056
401057,101057,5,crisp,501057
401058,101058,0,earthy,501058
401059,101059,1,creamy,501059
401060,101060,1,medium,501060
401061,101061,4,opulent,501061
401062,101062,5,unoaked,501062
401063,101063,1,spicy,501063
401064,101064,4,crisp,501064
401065,101065,4,nutty,501065
401066,101066,0,crisp,501066
401067,101067,3,nutty,501067
401068,101068,4,creamy,501068
401069,101069,2,fragrant,501069
401070,101070,5,dense,501070
401071,101071,4,crisp,501071
401072,101072,2,velvety,501072
401073,101073,1,silky,501073
401074,101074,3,crisp,501074
401075,101075,2,creamy,501075
401076,101076,3,soft,501076
401077,101077,1,dense,501077
401078,101078,0,creamy,501078
401079,101079,0,dense,501079
401080,101080,5,crisp,501080
401081,101081,2,elegant,501081
401082,101082,2,crisp,501082
401083,101083,5,bone,501083
401084,101084,0,earthy,501084
401085,101085,1,elegant,501085
401086,101086,1,delicate,501086
401087,101087,4,elegant,501087
401088,101088,5,juicy,501088
401089,101089,0,silky,501089
401090,101090,1,abundant,501090
401091,101091,0,earthy,501091
401092,101092,4,delicate,501092
401093,101093,4,elegant,501093
401094,101094,5,spicy,501094
401095,101095,3,silky,501095
401096,101096,1,delicate,501096
401097,101097,2,elegant,501097
401098,101098,3,dense,501098
401099,101099,0,dense,501099
401100,101100,1,silky,501100
401101,101101,3,sweet,501101
401102,101102,2,juicy,501102
401103,101103,3,fragrant,501103
401104,101104,5,velvety,501104
401105,101105,3,silky,501105
401106,101106,4,medium,501106
401107,101107,4,dry,501107
401108,101108,1,nutty,501108
401109,101109,5,earthy,501109
401110,101110,4,dry,501110
401111,101111,4,creamy,501111
401112,101112,3,unoaked,501112
401113,101113,3,fresh,501113
401114,101114,0,soft,501114
401115,101115,1,bone,501115
401116,101116,2,silky,501116
401117,101117,1,crisp,501117
401118,101118,2,creamy,501118
401119,101119,4,earthy,501119
401120,101120,4,abundant,501120
401121,101121,0,fresh,501121
401122,101122,2,bone,501122
401123,101123,3,sweet,501123
401124,101124,4,creamy,501124
401125,101125,0,nutty,501125
401126,101126,2,dense,501126
401127,101127,2,fresh,501127
401128,101128,5,elegant,501128
401129,101129,4,bone,501129
401130,101130,5,dense,501130
401131,101131,4,crisp,501131
401132,101132,2,sweet,501132
401133,101133,4,creamy,501133
401134,101134,1,nutty,501134
401135,101135,3,bone,501135
401136,101136,0,fresh,501136
401137,101137,1,velvety,501137
401138,101138,5,aggressive,501138
401139,101139,4,unoaked,501139
401140,101140,5,medium,501140
401141,101141,1,velvety,501141
401142,101142,4,unoaked,501142
401143,101143,1,elegant,501143
401144,101144,5,dense,501144
401145,101145,3,fresh,501145
401146,101146,0,opulent,501146
401147,101147,3,elegant,501147
401148,101148,3,nutty,501148
401149,101149,2,opulent,501149
401150,101150,5,juicy,501150
401151,101151,2,soft,501151
401152,101152,4,fresh,501152
401153,101153,0,crisp,501153
401154,101154,5,bone,501154
401155,101155,5,dry,501155
401156,101156,2,nutty,501156
401157,101157,0,fragrant,501157
401158,101158,1,aggressive,501158
401159,101159,2,aggressive,501159
401160,101160,1,medium,501160
401161,101161,5,creamy,501161
401162,101162,4,fragrant,501162
401163,101163,2,aggressive,501163
401164,101164,1,silky,501164
401165,101165,4,aggressive,501165
401166,101166,5,medium,501166
401167,101167,4,dry,501167
401168,101168,0,juicy,501168
401169,101169,2,bone,501169
401170,101170,3,elegant,501170
401171,101171,5,unoaked,501171
401172,101172,0,bone,501172
401173,101173,2,fragrant,501173
401174,101174,3,fragrant,501174
401175,101175,2,unoaked,501175
401176,101176,2,velvety,501176
401177,101177,2,bone,501177
401178,101178,4,nutty,501178
401179,101179,2,creamy,501179
401180,101180,5,crisp,501180
401181,101181,0,dense,501181
401182,101182,0,fragrant,501182
401183,101183,5,earthy,501183
401184,101184,4,fragrant,501184
401185,101185,4,soft,501185
401186,101186,1,fragrant,501186
401187,101187,2,elegant,501187
401188,101188,5,silky,501188
401189,101189,2,crisp,501189
401190,101190,0,dense,501190
401191,101191,3,sweet,501191
401192,101192,0,creamy,501192
401193,101193,2,abundant,501193
401194,101194,3,opulent,501194
401195,101195,3,opulent,501195
401196,101196,0,sweet,501196
401197,101197,0,spicy,501197
401198,101198,0,dry,501198
401199,101199,4,soft,501199
401200,101200,4,juicy,501200
401201,101201,0,spicy,501201
401202,101202,1,silky,501202
401203,101203,1,unoaked,501203
401204,101204,0,delicate,501204
401205,101205,0,nutty,501205
401206,101206,3,delicate,501206
401207,101207,0,juicy,501207
401208,101208,1,aggressive,501208
401209,101209,2,spicy,501209
401210,101210,3,velvety,501210
401211,101211,2,opulent,501211
401212,101212,5,silky,501212
401213,101213,3,creamy,501213
401214,101214,4,unoaked,501214
401215,101215,1,elegant,501215
401216,101216,4,velvety,501216
401217,101217,2,velvety,501217
401218,101218,1,fragrant,501218
401219,101219,3,bone,501219
401220,101220,4,fragrant,501220
401221,101221,0,juicy,501221
401222,101222,5,fragrant,501222
401223,101223,1,sweet,501223
401224,101224,0,dense,501224
401225,101225,1,dry,501225
401226,101226,2,soft,501226
401227,101227,5,abundant,501227
401228,101228,2,spicy,501228
401229,101229,0,dense,501229
401230,101230,0,silky,501230
401231,101231,3,opulent,501231
401232,101232,3,juicy,501232
401233,101233,5,medium,501233
401234,101234,5,crisp,501234
401235,101235,0,opulent,501235
401236,101236,1,spicy,501236
401237,101237,4,velvety,501237
401238,101238,3,spicy,501238
401239,101239,0,earthy,501239
401240,101240,0,soft,501240
401241,101241,4,medium,501241
401242,101242,4,aggressive,501242
401243,101243,1,juicy,501243
401244,101244,5,elegant,501244
401245,101245,3,fresh,501245
401246,101246,4,juicy,501246
401247,101247,1,earthy,501247
401248,101248,1,medium,501248
401249,101249,0,dense,501249
401250,101250,0,silky,501250
401251,101251,5,opulent,501251
401252,101252,3,medium,501252
401253,101253,0,nutty,501253
401254,101254,0,elegant,501254
401255,101255,3,spicy,501255
401256,101256,3,earthy,501256
401257,101257,5,fresh,501257
401258,101258,3,silky,501258
401259,101259,3,bone,501259
401260,101260,1,soft,501260
401261,101261,4,fresh,501261
401262,101262,3,crisp,501262
401263,101263,2,earthy,501263
401264,101264,5,medium,501264
401265,101265,2,crisp,501265
401266,101266,3,nutty,501266
401267,101267,4,dense,501267
401268,101268,1,unoaked,501268
401269,101269,1,velvety,501269
401270,101270,4,fresh,501270
401271,101271,2,velvety,501271
401272,101272,3,fresh,501272
401273,101273,4,crisp,501273
401274,101274,4,sweet,501274
401275,101275,3,soft,501275
401276,101276,3,aggressive,501276
401277,101277,2,sweet,501277
401278,101278,5,unoaked,501278
401279,101279,0,abundant,501279
401280,101280,3,medium,501280
401281,101281,2,nutty,501281
401282,101282,1,spicy,501282
401283,101283,4,delicate,501283
401284,101284,4,nutty,501284
401285,101285,4,fresh,501285
401286,101286,0,velvety,501286
401287,101287,3,sweet,501287
401288,101288,2,bone,501288
401289,101289,5,abundant,501289
401290,101290,0,earthy,501290
401291,101291,5,elegant,501291
401292,101292,2,elegant,501292
401293,101293,1,elegant,501293
401294,101294,5,unoaked,501294
401295,101295,3,abundant,501295
401296,101296,1,delicate,501296
401297,101297,2,elegant,501297
401298,101298,2,velvety,501298
401299,101299,4,soft,501299
401300,101300,2,aggressive,501300
401301,101301,3,creamy,501301
401302,101302,1,dry,501302
401303,101303,2,abundant,501303
401304,101304,0,bone,501304
401305,101305,5,bone,501305
401306,101306,2,sweet,501306
401307,101307,1,sweet,501307
401308,101308,2,abundant,501308
401309,101309,0,earthy,501309
401310,101310,3,crisp,501310
401311,101311,3,nutty,501311
401312,101312,2,dense,501312
401313,101313,3,earthy,501313
401314,101314,1,fresh,501314
401315,101315,0,silky,501315
401316,101316,3,fragrant,501316
401317,101317,2,unoaked,501317
401318,101318,0,dense,501318
401319,101319,1,abundant,501319
401320,101320,0,velvety,501320
401321,101321,1,medium,501321
401322,101322,0,unoaked,501322
401323,101323,0,sweet,501323
401324,101324,5,elegant,501324
401325,101325,4,dry,501325
401326,101326,4,earthy,501326
401327,101327,0,delicate,501327
401328,101328,5,velvety,501328
401329,101329,5,dense,501329
401330,101330,0,sweet,501330
401331,101331,4,juicy,501331
401332,101332,1,bone,501332
401333,101333,2,opulent,501333
401334,101334,1,aggressive,501334
401335,101335,2,abundant,501335
401336,101336,3,sweet,501336
401337,101337,1,abundant,501337
401338,101338,1,opulent,501338
401339,101339,0,dry,501339
401340,101340,5,silky,501340
401341,101341,0,sweet,501341
401342,101342,5,soft,501342
401343,101343,2,dense,501343
401344,101344,1,abundant,501344
401345,101345,0,elegant,501345
401346,101346,3,abundant,501346
401347,101347,2,juicy,501347
401348,101348,3,fresh,501348
401349,101349,5,dense,501349
401350,101350,3,aggressive,501350
401351,101351,3,velvety,501351
401352,101352,4,velvety,501352
401353,101353,0,aggressive,501353
401354,101354,3,abundant,501354
401355,101355,3,silky,501355
401356,101356,2,aggressive,501356
401357,101357,3,sweet,501357
401358,101358,5,silky,501358
401359,101359,4,aggressive,501359
401360,101360,1,dense,501360
401361,101361,1,nutty,501361
401362,101362,2,earthy,501362
401363,101363,0,fresh,501363
401364,101364,3,sweet,501364
401365,101365,5,abundant,501365
401366,101366,5,dry,501366
401367,101367,3,spicy,501367
401368,101368,3,opulent,501368
401369,101369,2,silky,501369
401370,101370,0,silky,501370
401371,101371,4,creamy,501371
401372,101372,3,nutty,501372
401373,101373,4,unoaked,501373
401374,101374,0,soft,501374
401375,101375,5,spicy,501375
401376,101376,5,crisp,501376
401377,101377,3,earthy,501377
401378,101378,0,aggressive,501378
401379,101379,1,delicate,501379
401380,101380,4,sweet,501380
401381,101381,3,juicy,501381
401382,101382,3,aggressive,501382
401383,101383,4,unoaked,501383
401384,101384,2,nutty,501384
401385,101385,4,dense,501385
401386,101386,5,fresh,501386
401387,101387,2,velvety,501387
401388,101388,0,dense,501388
401389,101389,2,juicy,501389
401390,101390,2,aggressive,501390
401391,101391,0,aggressive,501391
401392,101392,2,dry,501392
401393,101393,1,earthy,501393
401394,101394,0,earthy,501394
401395,101395,1,fresh,501395
401396,101396,4,soft,501396
401397,101397,5,earthy,501397
401398,101398,3,unoaked,501398
401399,101399,5,dry,501399
401400,101400,5,fragrant,501400
401401,101401,1,unoaked,501401
401402,101402,5,spicy,501402
401403,101403,3,bone,501403
401404,101404,1,dense,501404
401405,101405,4,crisp,501405
401406,101406,4,velvety,501406
401407,101407,5,medium,501407
401408,101408,3,nutty,501408
401409,101409,1,elegant,501409
401410,101410,3,juicy,501410
401411,101411,4,unoaked,501411
401412,101412,0,juicy,501412
401413,101413,0,crisp,501413
401414,101414,4,silky,501414
401415,101415,4,medium,501415
401416,101416,0,dry,501416
401417,101417,4,nutty,501417
401418,101418,2,medium,501418
401419,101419,3,abundant,501419
401420,101420,4,earthy,501420
401421,101421,4,bone,501421
401422,101422,0,opulent,501422
401423,101423,0,elegant,501423
401424,101424,0,nutty,501424
401425,101425,2,juicy,501425
401426,101426,1,soft,501426
401427,101427,1,silky,501427
401428,101428,3,soft,501428
401429,101429,1,crisp,501429
401430,101430,1,nutty,501430
401431,101431,2,silky,501431
401432,101432,5,aggressive,501432
401433,101433,0,nutty,501433
401434,101434,1,unoaked,501434
401435,101435,3,spicy,501435
401436,101436,4,fresh,501436
401437,101437,1,fresh,501437
401438,101438,1,abundant,501438
401439,101439,0,velvety,501439
401440,101440,0,aggressive,501440
401441,101441,4,delicate,501441
401442,101442,0,juicy,501442
401443,101443,1,silky,501443
401444,101444,2,unoaked,501444
401445,101445,2,opulent,501445
401446,101446,5,silky,501446
401447,101447,5,opulent,501447
401448,101448,2,soft,501448
401449,101449,4,soft,501449
401450,101450,4,silky,501450
401451,101451,2,fresh,501451
401452,101452,1,silky,501452
401453,101453,4,elegant,501453
401454,101454,5,velvety,501454
401455,101455,3,dry,501455
401456,101456,3,bone,501456
401457,101457,0,opulent,501457
401458,101458,3,creamy,501458
401459,101459,4,bone,501459
401460,101460,0,medium,501460
401461,101461,3,velvety,501461
401462,101462,1,delicate,501462
401463,101463,1,earthy,501463
401464,101464,0,silky,501464
401465,101465,5,elegant,501465
401466,101466,0,sweet,501466
401467,101467,5,bone,501467
401468,101468,2,elegant,501468
401469,101469,0,soft,501469
401470,101470,3,fragrant,501470
401471,101471,3,opulent,501471
401472,101472,5,sweet,501472
401473,101473,3,earthy,501473
401474,101474,4,creamy,501474
401475,101475,4,medium,501475
401476,101476,2,bone,501476
401477,101477,2,creamy,501477
401478,101478,0,elegant,501478
401479,101479,1,fragrant,501479
401480,101480,4,fresh,501480
401481,101481,3,delicate,501481
401482,101482,5,fresh,501482
401483,101483,2,dry,501483
401484,101484,2,soft,501484
401485,101485,0,crisp,501485
401486,101486,2,crisp,501486
401487,101487,1,fragrant,501487
401488,101488,1,delicate,501488
401489,101489,0,aggressive,501489
401490,101490,2,soft,501490
401491,101491,2,silky,501491
401492,101492,2,bone,501492
401493,101493,5,delicate,501493
401494,101494,5,dry,501494
401495,101495,5,fragrant,501495
401496,101496,2,nutty,501496
401497,101497,4,dry,501497
401498,101498,1,opulent,501498
401499,101499,5,opulent,501499
401500,101500,5,dense,501500
401501,101501,1,sweet,501501
401502,101502,3,silky,501502
401503,101503,2,elegant,501503
401504,101504,3,soft,501504
401505,101505,1,opulent,501505
401506,101506,3,sweet,501506
401507,101507,1,aggressive,501507
401508,101508,2,medium,501508
401509,101509,3,juicy,501509
401510,101510,1,earthy,501510
401511,101511,4,fragrant,501511
401512,101512,5,velvety,501512
401513,101513,3,crisp,501513
401514,101514,1,creamy,501514
401515,101515,3,sweet,501515
401516,101516,4,creamy,501516
401517,101517,1,juicy,501517
401518,101518,5,spicy,501518
401519,101519,4,fragrant,501519
401520,101520,2,elegant,501520
401521,101521,2,delicate,501521
401522,101522,2,opulent,501522
401523,101523,5,earthy,501523
401524,101524,5,sweet,501524
401525,101525,2,unoaked,501525
401526,101526,0,juicy,501526
401527,101527,2,nutty,501527
401528,101528,3,bone,501528
401529,101529,1,medium,501529
401530,101530,2,crisp,501530
401531,101531,4,medium,501531
401532,101532,2,dry,501532
401533,101533,0,delicate,501533
401534,101534,2,dry,501534
401535,101535,2,nutty,501535
401536,101536,2,spicy,501536
401537,101537,3,juicy,501537
401538,101538,1,creamy,501538
401539,101539,3,delicate,501539
401540,101540,2,fresh,501540
401541,101541,3,unoaked,501541
401542,101542,3,spicy,501542
401543,101543,1,dry,501543
401544,101544,3,elegant,501544
401545,101545,5,spicy,501545
401546,101546,3,delicate,501546
401547,101547,1,juicy,501547
401548,101548,1,abundant,501548
401549,101549,4,soft,501549
401550,101550,0,earthy,501550
401551,101551,1,spicy,501551
401552,101552,1,silky,501552
401553,101553,5,sweet,501553
401554,101554,5,spicy,501554
401555,101555,2,bone,501555
401556,101556,5,velvety,501556
401557,101557,5,crisp,501557
401558,101558,0,delicate,501558
401559,101559,5,juicy,501559
401560,101560,3,aggressive,501560
401561,101561,4,aggressive,501561
401562,101562,5,earthy,501562
401563,101563,2,crisp,501563
401564,101564,3,juicy,501564
401565,101565,1,fragrant,501565
401566,101566,3,opulent,501566
401567,101567,5,creamy,501567
401568,101568,4,dense,501568
401569,101569,4,medium,501569
401570,101570,4,fresh,501570
401571,101571,2,medium,501571
401572,101572,2,dense,501572
401573,101573,0,dense,501573
401574,101574,0,opulent,501574
401575,101575,0,crisp,501575
401576,101576,1,abundant,501576
401577,101577,4,juicy,501577
401578,101578,5,sweet,501578
401579,101579,5,dry,501579
401580,101580,0,delicate,501580
401581,101581,4,aggressive,501581
401582,101582,0,dense,501582
401583,101583,5,creamy,501583
401584,101584,1,dense,501584
401585,101585,4,bone,501585
401586,101586,5,soft,501586
401587,101587,2,aggressive,501587
401588,101588,5,creamy,501588
401589,101589,0,medium,501589
401590,101590,4,elegant,501590
401591,101591,0,medium,501591
401592,101592,4,crisp,501592
401593,101593,3,delicate,501593
401594,101594,5,bone,501594
401595,101595,3,silky,501595
401596,101596,2,nutty,501596
401597,101597,5,crisp,501597
401598,101598,5,abundant,501598
401599,101599,3,abundant,501599
401600,101600,5,fragrant,501600
401601,101601,1,bone,501601
401602,101602,0,opulent,501602
401603,101603,0,earthy,501603
401604,101604,2,dense,501604
401605,101605,4,earthy,501605
401606,101606,4,spicy,501606
401607,101607,0,fresh,501607
401608,101608,0,sweet,501608
401609,101609,0,abundant,501609
401610,101610,2,velvety,501610
401611,101611,1,sweet,501611
401612,101612,0,velvety,501612
401613,101613,4,dry,501613
401614,101614,4,aggressive,501614
401615,101615,2,medium,501615
401616,101616,4,nutty,501616
401617,101617,5,dry,501617
401618,101618,5,spicy,501618
401619,101619,1,delicate,501619
401620,101620,5,medium,501620
401621,101621,2,dry,501621
401622,101622,1,dense,501622
401623,101623,3,unoaked,501623
401624,101624,2,unoaked,501624
401625,101625,4,unoaked,501625
401626,101626,2,dense,501626
401627,101627,4,fragrant,501627
401628,101628,2,elegant,501628
401629,101629,2,fragrant,501629
401630,101630,3,spicy,501630
401631,101631,4,spicy,501631
401632,101632,0,creamy,501632
401633,101633,1,silky,501633
401634,101634,3,juicy,501634
401635,101635,5,fresh,501635
401636,101636,2,crisp,501636
401637,101637,4,bone,501637
401638,101638,5,earthy,501638
401639,101639,4,fresh,501639
401640,101640,3,fragrant,501640
401641,101641,0,fragrant,501641
401642,101642,0,crisp,501642
401643,101643,3,delicate,501643
401644,101644,0,creamy,501644
401645,101645,0,spicy,501645
401646,101646,3,velvety,501646
401647,101647,0,elegant,501647
401648,101648,2,fresh,501648
401649,101649,3,aggressive,501649
401650,101650,2,abundant,501650
401651,101651,0,juicy,501651
401652,101652,3,abundant,501652
401653,101653,0,aggressive,501653
401654,101654,5,unoaked,501654
401655,101655,0,earthy,501655
401656,101656,2,earthy,501656
401657,101657,5,soft,501657
401658,101658,4,dry,501658
401659,101659,0,opulent,501659
401660,101660,5,elegant,501660
401661,101661,0,crisp,501661
401662,101662,2,spicy,501662
401663,101663,4,earthy,501663
401664,101664,4,soft,501664
401665,101665,3,unoaked,501665
401666,101666,1,bone,501666
401667,101667,2,soft,501667
401668,101668,0,opulent,501668
401669,101669,0,opulent,501669
401670,101670,4,unoaked,501670
401671,101671,4,dense,501671
401672,101672,2,soft,501672
401673,101673,1,dense,501673
401674,101674,2,fresh,501674
401675,101675,4,unoaked,501675
401676,101676,2,abundant,501676
401677,101677,4,aggressive,501677
401678,101678,1,soft,501678
401679,101679,1,medium,501679
401680,101680,5,aggressive,501680
401681,101681,0,dry,501681
401682,101682,1,silky,501682
401683,101683,3,crisp,501683
401684,101684,1,unoaked,501684
401685,101685,0,abundant,501685
401686,101686,2,bone,501686
401687,101687,5,sweet,501687
401688,101688,0,bone,501688
401689,101689,3,dry,501689
401690,101690,0,opulent,501690
401691,101691,3,delicate,501691
401692,101692,5,sweet,501692
401693,101693,0,dry,501693
401694,101694,2,velvety,501694
401695,101695,3,silky,501695
401696,101696,1,spicy,501696
401697,101697,2,opulent,501697
401698,101698,4,crisp,501698
401699,101699,0,abundant,501699
401700,101700,4,medium,501700
401701,101701,3,abundant,501701
401702,101702,1,fresh,501702
401703,101703,1,unoaked,501703
401704,101704,5,nutty,501704
401705,101705,0,abundant,501705
401706,101706,2,abundant,501706
401707,101707,4,dry,501707
401708,101708,0,creamy,501708
401709,101709,4,dry,501709
401710,101710,2,elegant,501710
401711,101711,2,earthy,501711
401712,101712,5,opulent,501712
401713,101713,3,aggressive,501713
401714,101714,3,fresh,501714
401715,101715,2,velvety,501715
401716,101716,1,sweet,501716
401717,101717,5,opulent,501717
401718,101718,2,silky,501718
401719,101719,5,dry,501719
401720,101720,3,spicy,501720
401721,101721,1,soft,501721
401722,101722,1,unoaked,501722
401723,101723,0,crisp,501723
401724,101724,2,delicate,501724
401725,101725,3,velvety,501725
401726,101726,1,unoaked,501726
401727,101727,2,creamy,501727
401728,101728,4,velvety,501728
401729,101729,2,dry,501729
401730,101730,1,earthy,501730
401731,101731,3,elegant,501731
401732,101732,3,unoaked,501732
401733,101733,3,fragrant,501733
401734,101734,2,sweet,501734
401735,101735,0,bone,501735
401736,101736,1,bone,501736
401737,101737,2,delicate,501737
401738,101738,4,creamy,501738
401739,101739,4,juicy,501739
401740,101740,1,juicy,501740
401741,101741,0,spicy,501741
401742,101742,0,medium,501742
401743,101743,1,opulent,501743
401744,101744,3,velvety,501744
401745,101745,5,dense,501745
401746,101746,3,dense,501746
401747,101747,3,fragrant,501747
401748,101748,0,spicy,501748
401749,101749,5,medium,501749
401750,101750,0,soft,501750
401751,101751,5,fresh,501751
401752,101752,2,abundant,501752
401753,101753,3,velvety,501753
401754,101754,0,abundant,501754
401755,101755,2,dense,501755
401756,101756,3,spicy,501756
401757,101757,2,spicy,501757
401758,101758,3,bone,501758
401759,101759,5,fragrant,501759
401760,101760,2,abundant,501760
401761,101761,0,delicate,501761
401762,101762,3,delicate,501762
401763,101763,4,elegant,501763
401764,101764,3,abundant,501764
401765,101765,5,bone,501765
401766,101766,3,bone,501766
401767,101767,3,creamy,501767
401768,101768,3,aggressive,501768
401769,101769,2,nutty,501769
401770,101770,5,silky,501770
401771,101771,5,juicy,501771
401772,101772,4,fresh,501772
401773,101773,2,abundant,501773
401774,101774,0,medium,501774
401775,101775,1,opulent,501775
401776,101776,2,medium,501776
401777,101777,2,juicy,501777
401778,101778,2,fresh,501778
401779,101779,4,juicy,501779
401780,101780,2,earthy,501780
401781,101781,5,silky,501781
401782,101782,2,medium,501782
401783,101783,5,opulent,501783
401784,101784,3,aggressive,501784
401785,101785,0,juicy,501785
401786,101786,2,dry,501786
401787,101787,3,earthy,501787
401788,101788,2,elegant,501788
401789,101789,1,creamy,501789
401790,101790,5,medium,501790
401791,101791,4,delicate,501791
401792,101792,3,fresh,501792
401793,101793,1,creamy,501793
401794,101794,3,abundant,501794
401795,101795,3,sweet,501795
401796,101796,5,fresh,501796
401797,101797,5,spicy,501797
401798,101798,3,creamy,501798
401799,101799,0,bone,501799
401800,101800,5,unoaked,501800
401801,101801,2,nutty,501801
401802,101802,5,creamy,501802
401803,101803,2,crisp,501803
401804,101804,4,crisp,501804
401805,101805,2,aggressive,501805
401806,101806,1,aggressive,501806
401807,101807,2,opulent,501807
401808,101808,3,silky,501808
401809,101809,3,nutty,501809
401810,101810,4,crisp,501810
401811,101811,1,soft,501811
401812,101812,0,crisp,501812
401813,101813,3,earthy,501813
401814,101814,1,dense,501814
401815,101815,3,soft,501815
401816,101816,4,elegant,501816
401817,101817,4,nutty,501817
401818,101818,3,earthy,501818
401819,101819,4,unoaked,501819
401820,101820,2,velvety,501820
401821,101821,1,bone,501821
401822,101822,2,abundant,501822
401823,101823,4,juicy,501823
401824,101824,4,nutty,501824
401825,101825,5,spicy,501825
401826,101826,3,nutty,501826
401827,101827,0,medium,501827
401828,101828,1,unoaked,501828
401829,101829,1,earthy,501829
401830,101830,3,fragrant,501830
401831,101831,2,delicate,501831
401832,101832,0,dry,501832
401833,101833,1,elegant,501833
401834,101834,2,medium,501834
401835,101835,1,delicate,501835
401836,101836,4,velvety,501836
401837,101837,5,fresh,501837
401838,101838,0,earthy,501838
401839,101839,0,spicy,501839
401840,101840,4,soft,501840
401841,101841,4,unoaked,501841
401842,101842,4,delicate,501842
401843,101843,4,fresh,501843
401844,101844,2,nutty,501844
401845,101845,3,delicate,501845
401846,101846,4,spicy,501846
401847,101847,3,aggressive,501847
401848,101848,4,medium,501848
401849,101849,3,fragrant,501849
401850,101850,1,sweet,501850
401851,101851,1,elegant,501851
401852,101852,2,velvety,501852
401853,101853,3,velvety,501853
401854,101854,0,opulent,501854
401855,101855,5,opulent,501855
401856,101856,5,nutty,501856
401857,101857,4,spicy,501857
401858,101858,5,soft,501858
401859,101859,0,crisp,501859
401860,101860,1,earthy,501860
401861,101861,4,bone,501861
401862,101862,0,silky,501862
401863,101863,2,delicate,501863
401864,101864,2,earthy,501864
401865,101865,0,fragrant,501865
401866,101866,3,fresh,501866
401867,101867,1,delicate,501867
401868,101868,2,abundant,501868
401869,101869,5,soft,501869
401870,101870,3,delicate,501870
401871,101871,2,crisp,501871
401872,101872,1,creamy,501872
401873,101873,5,spicy,501873
401874,101874,5,creamy,501874
401875,101875,2,soft,501875
401876,101876,4,spicy,501876
401877,101877,4,creamy,501877
401878,101878,4,silky,501878
401879,101879,5,delicate,501879
